miRNA	target	score	hyb_energy	mir.strt	mir.stp	gene.strt	gene.stp	Type	target_id	target_label	target_type	gene_symbol	mir_start	mir_end	target_start	target_end	coordinate_1	coordinate_2	coordinate_3	coordinate_4	original_coordinate_columns	coordinate_status	coordinate_interpretation	candidate_axis	figure4D_candidate	experimentally_evaluated	experimental_result	notes
miR-29b-3p	ST8SIA1	281	-36.27	42989	23	8161	2317 5452	mRNA	ST8SIA1	ST8SIA1	mRNA	ST8SIA1	42989	23	8161	2317 5452	42989	23	8161	2317 5452	mir.strt; mir.stp; gene.strt; gene.stp	original_column_preserved_interpretation_uncertain	Original workbook labels are preserved, but values were not independently verified as mature-miRNA or target coordinate fields; public wording should report miRanda scores and predicted binding energies only unless Quentin confirms interpretation.		no	no		
miR-29b-3p	TMEM200A	150	-15.8	42775	23	1169	40	mRNA	TMEM200A	TMEM200A	mRNA	TMEM200A	42775	23	1169	40	42775	23	1169	40	mir.strt; mir.stp; gene.strt; gene.stp	original_column_preserved_interpretation_uncertain	Original workbook labels are preserved, but values were not independently verified as mature-miRNA or target coordinate fields; public wording should report miRanda scores and predicted binding energies only unless Quentin confirms interpretation.		no	no		
miR-30a-3p	ANOS1	147	-12.34	54730	22	4121	2636	mRNA	ANOS1	ANOS1	mRNA	ANOS1	54730	22	4121	2636	54730	22	4121	2636	mir.strt; mir.stp; gene.strt; gene.stp	original_column_preserved_interpretation_uncertain	Original workbook labels are preserved, but values were not independently verified as mature-miRNA or target coordinate fields; public wording should report miRanda scores and predicted binding energies only unless Quentin confirms interpretation.		no	no		
miR-30a-3p	APCDD1L	148	-14.32	55001	22	1689	1369	mRNA	APCDD1L	APCDD1L	mRNA	APCDD1L	55001	22	1689	1369	55001	22	1689	1369	mir.strt; mir.stp; gene.strt; gene.stp	original_column_preserved_interpretation_uncertain	Original workbook labels are preserved, but values were not independently verified as mature-miRNA or target coordinate fields; public wording should report miRanda scores and predicted binding energies only unless Quentin confirms interpretation.		no	no		
miR-30a-3p	CDH6	148	-9.06	54741	22	5838	17	mRNA	CDH6	CDH6	mRNA	CDH6	54741	22	5838	17	54741	22	5838	17	mir.strt; mir.stp; gene.strt; gene.stp	original_column_preserved_interpretation_uncertain	Original workbook labels are preserved, but values were not independently verified as mature-miRNA or target coordinate fields; public wording should report miRanda scores and predicted binding energies only unless Quentin confirms interpretation.		no	no		
miR-30a-3p	circCREBBP	154	-15.68	12844	22	2519	1983	circRNA	circCREBBP	circCREBBP	circRNA	CREBBP	12844	22	2519	1983	12844	22	2519	1983	mir.strt; mir.stp; gene.strt; gene.stp	original_column_preserved_interpretation_uncertain	Original workbook labels are preserved, but values were not independently verified as mature-miRNA or target coordinate fields; public wording should report miRanda scores and predicted binding energies only unless Quentin confirms interpretation.		no	no		
miR-30a-3p	circLIFR	457	-34.57	12805	22	2689	2051 1542 1289	circRNA	circLIFR	circLIFR	circRNA	LIFR	12805	22	2689	2051 1542 1289	12805	22	2689	2051 1542 1289	mir.strt; mir.stp; gene.strt; gene.stp	original_column_preserved_interpretation_uncertain	Original workbook labels are preserved, but values were not independently verified as mature-miRNA or target coordinate fields; public wording should report miRanda scores and predicted binding energies only unless Quentin confirms interpretation.		yes	no		pro-fibrotic Figure 4D subnetwork candidate connected to CEMIP, TNC, LIFR, or related circRNA partner
miR-30a-3p	circMAPKAPK3	299	-36.63	13145	22	2679	1462 681	circRNA	circMAPKAPK3	circMAPKAPK3	circRNA	MAPKAPK3	13145	22	2679	1462 681	13145	22	2679	1462 681	mir.strt; mir.stp; gene.strt; gene.stp	original_column_preserved_interpretation_uncertain	Original workbook labels are preserved, but values were not independently verified as mature-miRNA or target coordinate fields; public wording should report miRanda scores and predicted binding energies only unless Quentin confirms interpretation.		no	no		
miR-30a-3p	circPDHX	162	-15.6	14037	22	840	471	circRNA	circPDHX	circPDHX	circRNA	PDHX	14037	22	840	471	14037	22	840	471	mir.strt; mir.stp; gene.strt; gene.stp	original_column_preserved_interpretation_uncertain	Original workbook labels are preserved, but values were not independently verified as mature-miRNA or target coordinate fields; public wording should report miRanda scores and predicted binding energies only unless Quentin confirms interpretation.		no	no		
miR-30a-3p	circTNC	163	-18.25	12770	22	4428	1392	circRNA	circTNC	circTNC	circRNA	TNC	12770	22	4428	1392	12770	22	4428	1392	mir.strt; mir.stp; gene.strt; gene.stp	original_column_preserved_interpretation_uncertain	Original workbook labels are preserved, but values were not independently verified as mature-miRNA or target coordinate fields; public wording should report miRanda scores and predicted binding energies only unless Quentin confirms interpretation.		yes	no		pro-fibrotic Figure 4D subnetwork candidate connected to CEMIP, TNC, LIFR, or related circRNA partner
miR-30a-3p	circTNC	163	-18.25	12953	22	4428	1392	circRNA	circTNC	circTNC	circRNA	TNC	12953	22	4428	1392	12953	22	4428	1392	mir.strt; mir.stp; gene.strt; gene.stp	original_column_preserved_interpretation_uncertain	Original workbook labels are preserved, but values were not independently verified as mature-miRNA or target coordinate fields; public wording should report miRanda scores and predicted binding energies only unless Quentin confirms interpretation.		yes	no		pro-fibrotic Figure 4D subnetwork candidate connected to CEMIP, TNC, LIFR, or related circRNA partner
miR-30a-3p	circTRIO	142	-11.72	13062	22	1343	469	circRNA	circTRIO	circTRIO	circRNA	TRIO	13062	22	1343	469	13062	22	1343	469	mir.strt; mir.stp; gene.strt; gene.stp	original_column_preserved_interpretation_uncertain	Original workbook labels are preserved, but values were not independently verified as mature-miRNA or target coordinate fields; public wording should report miRanda scores and predicted binding energies only unless Quentin confirms interpretation.		no	no		
miR-30a-3p	CLDN2	142	-9.48	54837	22	1940	556	mRNA	CLDN2	CLDN2	mRNA	CLDN2	54837	22	1940	556	54837	22	1940	556	mir.strt; mir.stp; gene.strt; gene.stp	original_column_preserved_interpretation_uncertain	Original workbook labels are preserved, but values were not independently verified as mature-miRNA or target coordinate fields; public wording should report miRanda scores and predicted binding energies only unless Quentin confirms interpretation.		no	no		
miR-30a-3p	COBL	141	-7.19	55563	22	2514	391	mRNA	COBL	COBL	mRNA	COBL	55563	22	2514	391	55563	22	2514	391	mir.strt; mir.stp; gene.strt; gene.stp	original_column_preserved_interpretation_uncertain	Original workbook labels are preserved, but values were not independently verified as mature-miRNA or target coordinate fields; public wording should report miRanda scores and predicted binding energies only unless Quentin confirms interpretation.		no	no		
miR-30a-3p	CTTNBP2	155	-14.75	55890	22	3580	1560	mRNA	CTTNBP2	CTTNBP2	mRNA	CTTNBP2	55890	22	3580	1560	55890	22	3580	1560	mir.strt; mir.stp; gene.strt; gene.stp	original_column_preserved_interpretation_uncertain	Original workbook labels are preserved, but values were not independently verified as mature-miRNA or target coordinate fields; public wording should report miRanda scores and predicted binding energies only unless Quentin confirms interpretation.		no	no		
miR-30a-3p	CYRIA	142	-7.03	55021	22	3477	103	mRNA	CYRIA	CYRIA	mRNA	CYRIA	55021	22	3477	103	55021	22	3477	103	mir.strt; mir.stp; gene.strt; gene.stp	original_column_preserved_interpretation_uncertain	Original workbook labels are preserved, but values were not independently verified as mature-miRNA or target coordinate fields; public wording should report miRanda scores and predicted binding energies only unless Quentin confirms interpretation.		no	no		
miR-30a-3p	DMD	300	-32.41	54881	22	1361	1107 1275	mRNA	DMD	DMD	mRNA	DMD	54881	22	1361	1107 1275	54881	22	1361	1107 1275	mir.strt; mir.stp; gene.strt; gene.stp	original_column_preserved_interpretation_uncertain	Original workbook labels are preserved, but values were not independently verified as mature-miRNA or target coordinate fields; public wording should report miRanda scores and predicted binding energies only unless Quentin confirms interpretation.		no	no		
miR-30a-3p	EGLN3	310	-25.39	57453	22	2073	864 480	mRNA	EGLN3	EGLN3	mRNA	EGLN3	57453	22	2073	864 480	57453	22	2073	864 480	mir.strt; mir.stp; gene.strt; gene.stp	original_column_preserved_interpretation_uncertain	Original workbook labels are preserved, but values were not independently verified as mature-miRNA or target coordinate fields; public wording should report miRanda scores and predicted binding energies only unless Quentin confirms interpretation.		no	no		
miR-30a-3p	GPR88	155	-13.32	54893	22	1900	673	mRNA	GPR88	GPR88	mRNA	GPR88	54893	22	1900	673	54893	22	1900	673	mir.strt; mir.stp; gene.strt; gene.stp	original_column_preserved_interpretation_uncertain	Original workbook labels are preserved, but values were not independently verified as mature-miRNA or target coordinate fields; public wording should report miRanda scores and predicted binding energies only unless Quentin confirms interpretation.		no	no		
miR-30a-3p	IL1RL1	287	-27.37	54861	22	2668	712 302	mRNA	IL1RL1	IL1RL1	mRNA	IL1RL1	54861	22	2668	712 302	54861	22	2668	712 302	mir.strt; mir.stp; gene.strt; gene.stp	original_column_preserved_interpretation_uncertain	Original workbook labels are preserved, but values were not independently verified as mature-miRNA or target coordinate fields; public wording should report miRanda scores and predicted binding energies only unless Quentin confirms interpretation.		no	no		
miR-30a-3p	ITGB8	590	-55.56	54663	22	5757	3411 3913 3372 2123	mRNA	ITGB8	ITGB8	mRNA	ITGB8	54663	22	5757	3411 3913 3372 2123	54663	22	5757	3411 3913 3372 2123	mir.strt; mir.stp; gene.strt; gene.stp	original_column_preserved_interpretation_uncertain	Original workbook labels are preserved, but values were not independently verified as mature-miRNA or target coordinate fields; public wording should report miRanda scores and predicted binding energies only unless Quentin confirms interpretation.		no	no		
miR-30a-3p	KITLG	439	-37.16	54895	22	4426	4234 3694 2506	mRNA	KITLG	KITLG	mRNA	KITLG	54895	22	4426	4234 3694 2506	54895	22	4426	4234 3694 2506	mir.strt; mir.stp; gene.strt; gene.stp	original_column_preserved_interpretation_uncertain	Original workbook labels are preserved, but values were not independently verified as mature-miRNA or target coordinate fields; public wording should report miRanda scores and predicted binding energies only unless Quentin confirms interpretation.		no	no		
miR-30a-3p	KNDC1	150	-12.63	55859	22	778	445	mRNA	KNDC1	KNDC1	mRNA	KNDC1	55859	22	778	445	55859	22	778	445	mir.strt; mir.stp; gene.strt; gene.stp	original_column_preserved_interpretation_uncertain	Original workbook labels are preserved, but values were not independently verified as mature-miRNA or target coordinate fields; public wording should report miRanda scores and predicted binding energies only unless Quentin confirms interpretation.		no	no		
miR-30a-3p	LIFR	440	-48.63	54728	22	6632	123 3210 6062	mRNA	LIFR	LIFR	mRNA	LIFR	54728	22	6632	123 3210 6062	54728	22	6632	123 3210 6062	mir.strt; mir.stp; gene.strt; gene.stp	original_column_preserved_interpretation_uncertain	Original workbook labels are preserved, but values were not independently verified as mature-miRNA or target coordinate fields; public wording should report miRanda scores and predicted binding energies only unless Quentin confirms interpretation.		yes	no		pro-fibrotic Figure 4D subnetwork candidate connected to CEMIP, TNC, LIFR, or related circRNA partner
miR-30a-3p	LIN7A	140	-9.25	56917	22	362	116	mRNA	LIN7A	LIN7A	mRNA	LIN7A	56917	22	362	116	56917	22	362	116	mir.strt; mir.stp; gene.strt; gene.stp	original_column_preserved_interpretation_uncertain	Original workbook labels are preserved, but values were not independently verified as mature-miRNA or target coordinate fields; public wording should report miRanda scores and predicted binding energies only unless Quentin confirms interpretation.		no	no		
miR-30a-3p	NPBWR1	145	-15.41	59497	22	2840	1088	mRNA	NPBWR1	NPBWR1	mRNA	NPBWR1	59497	22	2840	1088	59497	22	2840	1088	mir.strt; mir.stp; gene.strt; gene.stp	original_column_preserved_interpretation_uncertain	Original workbook labels are preserved, but values were not independently verified as mature-miRNA or target coordinate fields; public wording should report miRanda scores and predicted binding energies only unless Quentin confirms interpretation.		no	no		
miR-30a-3p	PLPP3	140	-20.36	55080	22	1790	888	mRNA	PLPP3	PLPP3	mRNA	PLPP3	55080	22	1790	888	55080	22	1790	888	mir.strt; mir.stp; gene.strt; gene.stp	original_column_preserved_interpretation_uncertain	Original workbook labels are preserved, but values were not independently verified as mature-miRNA or target coordinate fields; public wording should report miRanda scores and predicted binding energies only unless Quentin confirms interpretation.		no	no		
miR-30a-3p	POSTN	297	-27.72	54941	22	742	73 327	mRNA	POSTN	POSTN	mRNA	POSTN	54941	22	742	73 327	54941	22	742	73 327	mir.strt; mir.stp; gene.strt; gene.stp	original_column_preserved_interpretation_uncertain	Original workbook labels are preserved, but values were not independently verified as mature-miRNA or target coordinate fields; public wording should report miRanda scores and predicted binding energies only unless Quentin confirms interpretation.		no	no		
miR-30a-3p	PTGIS	144	-12.75	54684	22	4046	4002	mRNA	PTGIS	PTGIS	mRNA	PTGIS	54684	22	4046	4002	54684	22	4046	4002	mir.strt; mir.stp; gene.strt; gene.stp	original_column_preserved_interpretation_uncertain	Original workbook labels are preserved, but values were not independently verified as mature-miRNA or target coordinate fields; public wording should report miRanda scores and predicted binding energies only unless Quentin confirms interpretation.		no	no		
miR-30a-3p	PTPRO	286	-27.01	54778	22	2258	2063 1514	mRNA	PTPRO	PTPRO	mRNA	PTPRO	54778	22	2258	2063 1514	54778	22	2258	2063 1514	mir.strt; mir.stp; gene.strt; gene.stp	original_column_preserved_interpretation_uncertain	Original workbook labels are preserved, but values were not independently verified as mature-miRNA or target coordinate fields; public wording should report miRanda scores and predicted binding energies only unless Quentin confirms interpretation.		no	no		
miR-30a-3p	SLC26A2	1013	-86.11	54743	22	5587	1091 4732 3160 4586 4847 5423 1824	mRNA	SLC26A2	SLC26A2	mRNA	SLC26A2	54743	22	5587	1091 4732 3160 4586 4847 5423 1824	54743	22	5587	1091 4732 3160 4586 4847 5423 1824	mir.strt; mir.stp; gene.strt; gene.stp	original_column_preserved_interpretation_uncertain	Original workbook labels are preserved, but values were not independently verified as mature-miRNA or target coordinate fields; public wording should report miRanda scores and predicted binding energies only unless Quentin confirms interpretation.		no	no		
miR-30a-3p	SLC5A3	729	-65.45	55116	22	8905	447 5404 666 194 3622	mRNA	SLC5A3	SLC5A3	mRNA	SLC5A3	55116	22	8905	447 5404 666 194 3622	55116	22	8905	447 5404 666 194 3622	mir.strt; mir.stp; gene.strt; gene.stp	original_column_preserved_interpretation_uncertain	Original workbook labels are preserved, but values were not independently verified as mature-miRNA or target coordinate fields; public wording should report miRanda scores and predicted binding energies only unless Quentin confirms interpretation.		no	no		
miR-30a-3p	SNPH	155	-11.15	55029	22	3274	929	mRNA	SNPH	SNPH	mRNA	SNPH	55029	22	3274	929	55029	22	3274	929	mir.strt; mir.stp; gene.strt; gene.stp	original_column_preserved_interpretation_uncertain	Original workbook labels are preserved, but values were not independently verified as mature-miRNA or target coordinate fields; public wording should report miRanda scores and predicted binding energies only unless Quentin confirms interpretation.		no	no		
miR-30a-3p	ST8SIA1	145	-9.55	54951	22	1089	369	mRNA	ST8SIA1	ST8SIA1	mRNA	ST8SIA1	54951	22	1089	369	54951	22	1089	369	mir.strt; mir.stp; gene.strt; gene.stp	original_column_preserved_interpretation_uncertain	Original workbook labels are preserved, but values were not independently verified as mature-miRNA or target coordinate fields; public wording should report miRanda scores and predicted binding energies only unless Quentin confirms interpretation.		no	no		
miR-30a-3p	THBD	148	-16.25	55037	22	2144	880	mRNA	THBD	THBD	mRNA	THBD	55037	22	2144	880	55037	22	2144	880	mir.strt; mir.stp; gene.strt; gene.stp	original_column_preserved_interpretation_uncertain	Original workbook labels are preserved, but values were not independently verified as mature-miRNA or target coordinate fields; public wording should report miRanda scores and predicted binding energies only unless Quentin confirms interpretation.		no	no		
miR-30a-3p	TMEM100	150	-13.09	55713	22	1039	194	mRNA	TMEM100	TMEM100	mRNA	TMEM100	55713	22	1039	194	55713	22	1039	194	mir.strt; mir.stp; gene.strt; gene.stp	original_column_preserved_interpretation_uncertain	Original workbook labels are preserved, but values were not independently verified as mature-miRNA or target coordinate fields; public wording should report miRanda scores and predicted binding energies only unless Quentin confirms interpretation.		no	no		
miR-342-3p	circCREBBP	150	-17.15	7224	23	2519	2252	circRNA	circCREBBP	circCREBBP	circRNA	CREBBP	7224	23	2519	2252	7224	23	2519	2252	mir.strt; mir.stp; gene.strt; gene.stp	original_column_preserved_interpretation_uncertain	Original workbook labels are preserved, but values were not independently verified as mature-miRNA or target coordinate fields; public wording should report miRanda scores and predicted binding energies only unless Quentin confirms interpretation.		no	no		
miR-342-3p	circLIFR	153	-15.19	7650	23	2689	816	circRNA	circLIFR	circLIFR	circRNA	LIFR	7650	23	2689	816	7650	23	2689	816	mir.strt; mir.stp; gene.strt; gene.stp	original_column_preserved_interpretation_uncertain	Original workbook labels are preserved, but values were not independently verified as mature-miRNA or target coordinate fields; public wording should report miRanda scores and predicted binding energies only unless Quentin confirms interpretation.		yes	no		pro-fibrotic Figure 4D subnetwork candidate connected to CEMIP, TNC, LIFR, or related circRNA partner
miR-342-3p	COBL	157	-15.47	31271	23	2514	924	mRNA	COBL	COBL	mRNA	COBL	31271	23	2514	924	31271	23	2514	924	mir.strt; mir.stp; gene.strt; gene.stp	original_column_preserved_interpretation_uncertain	Original workbook labels are preserved, but values were not independently verified as mature-miRNA or target coordinate fields; public wording should report miRanda scores and predicted binding energies only unless Quentin confirms interpretation.		no	no		
miR-342-3p	CTTNBP2	150	-20.84	31598	23	3580	175	mRNA	CTTNBP2	CTTNBP2	mRNA	CTTNBP2	31598	23	3580	175	31598	23	3580	175	mir.strt; mir.stp; gene.strt; gene.stp	original_column_preserved_interpretation_uncertain	Original workbook labels are preserved, but values were not independently verified as mature-miRNA or target coordinate fields; public wording should report miRanda scores and predicted binding energies only unless Quentin confirms interpretation.		no	no		
miR-342-3p	GCNT3	453	-54.55	30875	23	3168	1592 123 499	mRNA	GCNT3	GCNT3	mRNA	GCNT3	30875	23	3168	1592 123 499	30875	23	3168	1592 123 499	mir.strt; mir.stp; gene.strt; gene.stp	original_column_preserved_interpretation_uncertain	Original workbook labels are preserved, but values were not independently verified as mature-miRNA or target coordinate fields; public wording should report miRanda scores and predicted binding energies only unless Quentin confirms interpretation.		no	no		
miR-342-3p	IL1RL1	144	-13.6	30391	23	116	66	mRNA	IL1RL1	IL1RL1	mRNA	IL1RL1	30391	23	116	66	30391	23	116	66	mir.strt; mir.stp; gene.strt; gene.stp	original_column_preserved_interpretation_uncertain	Original workbook labels are preserved, but values were not independently verified as mature-miRNA or target coordinate fields; public wording should report miRanda scores and predicted binding energies only unless Quentin confirms interpretation.		no	no		
miR-342-3p	ISG20	156	-20.17	30584	23	952	168	mRNA	ISG20	ISG20	mRNA	ISG20	30584	23	952	168	30584	23	952	168	mir.strt; mir.stp; gene.strt; gene.stp	original_column_preserved_interpretation_uncertain	Original workbook labels are preserved, but values were not independently verified as mature-miRNA or target coordinate fields; public wording should report miRanda scores and predicted binding energies only unless Quentin confirms interpretation.		no	no		
miR-342-3p	KNDC1	145	-19.01	32212	23	1873	1624	mRNA	KNDC1	KNDC1	mRNA	KNDC1	32212	23	1873	1624	32212	23	1873	1624	mir.strt; mir.stp; gene.strt; gene.stp	original_column_preserved_interpretation_uncertain	Original workbook labels are preserved, but values were not independently verified as mature-miRNA or target coordinate fields; public wording should report miRanda scores and predicted binding energies only unless Quentin confirms interpretation.		no	no		
miR-342-3p	LIFR	153	-21.63	30436	23	6632	4098	mRNA	LIFR	LIFR	mRNA	LIFR	30436	23	6632	4098	30436	23	6632	4098	mir.strt; mir.stp; gene.strt; gene.stp	original_column_preserved_interpretation_uncertain	Original workbook labels are preserved, but values were not independently verified as mature-miRNA or target coordinate fields; public wording should report miRanda scores and predicted binding energies only unless Quentin confirms interpretation.		yes	no		pro-fibrotic Figure 4D subnetwork candidate connected to CEMIP, TNC, LIFR, or related circRNA partner
miR-342-3p	LIN7A	153	-15.72	33131	23	5207	4305	mRNA	LIN7A	LIN7A	mRNA	LIN7A	33131	23	5207	4305	33131	23	5207	4305	mir.strt; mir.stp; gene.strt; gene.stp	original_column_preserved_interpretation_uncertain	Original workbook labels are preserved, but values were not independently verified as mature-miRNA or target coordinate fields; public wording should report miRanda scores and predicted binding energies only unless Quentin confirms interpretation.		no	no		
miR-342-3p	MORC4	141	-18.42	32907	23	1912	1147	mRNA	MORC4	MORC4	mRNA	MORC4	32907	23	1912	1147	32907	23	1912	1147	mir.strt; mir.stp; gene.strt; gene.stp	original_column_preserved_interpretation_uncertain	Original workbook labels are preserved, but values were not independently verified as mature-miRNA or target coordinate fields; public wording should report miRanda scores and predicted binding energies only unless Quentin confirms interpretation.		no	no		
miR-342-3p	NPBWR1	297	-32.08	35205	23	2840	1607 2817	mRNA	NPBWR1	NPBWR1	mRNA	NPBWR1	35205	23	2840	1607 2817	35205	23	2840	1607 2817	mir.strt; mir.stp; gene.strt; gene.stp	original_column_preserved_interpretation_uncertain	Original workbook labels are preserved, but values were not independently verified as mature-miRNA or target coordinate fields; public wording should report miRanda scores and predicted binding energies only unless Quentin confirms interpretation.		no	no		
miR-342-3p	NTRK1	140	-13.47	31280	23	1190	622	mRNA	NTRK1	NTRK1	mRNA	NTRK1	31280	23	1190	622	31280	23	1190	622	mir.strt; mir.stp; gene.strt; gene.stp	original_column_preserved_interpretation_uncertain	Original workbook labels are preserved, but values were not independently verified as mature-miRNA or target coordinate fields; public wording should report miRanda scores and predicted binding energies only unless Quentin confirms interpretation.		no	no		
miR-342-3p	PTGIS	306	-32.91	30392	23	4046	3040 1112	mRNA	PTGIS	PTGIS	mRNA	PTGIS	30392	23	4046	3040 1112	30392	23	4046	3040 1112	mir.strt; mir.stp; gene.strt; gene.stp	original_column_preserved_interpretation_uncertain	Original workbook labels are preserved, but values were not independently verified as mature-miRNA or target coordinate fields; public wording should report miRanda scores and predicted binding energies only unless Quentin confirms interpretation.		no	no		
miR-342-3p	PTPRO	145	-15.98	31937	23	2189	79	mRNA	PTPRO	PTPRO	mRNA	PTPRO	31937	23	2189	79	31937	23	2189	79	mir.strt; mir.stp; gene.strt; gene.stp	original_column_preserved_interpretation_uncertain	Original workbook labels are preserved, but values were not independently verified as mature-miRNA or target coordinate fields; public wording should report miRanda scores and predicted binding energies only unless Quentin confirms interpretation.		no	no		
miR-342-3p	RGS4	299	-30.13	30640	23	2242	512 116	mRNA	RGS4	RGS4	mRNA	RGS4	30640	23	2242	512 116	30640	23	2242	512 116	mir.strt; mir.stp; gene.strt; gene.stp	original_column_preserved_interpretation_uncertain	Original workbook labels are preserved, but values were not independently verified as mature-miRNA or target coordinate fields; public wording should report miRanda scores and predicted binding energies only unless Quentin confirms interpretation.		no	no		
miR-342-3p	SLC26A2	153	-20.69	30451	23	5587	4139	mRNA	SLC26A2	SLC26A2	mRNA	SLC26A2	30451	23	5587	4139	30451	23	5587	4139	mir.strt; mir.stp; gene.strt; gene.stp	original_column_preserved_interpretation_uncertain	Original workbook labels are preserved, but values were not independently verified as mature-miRNA or target coordinate fields; public wording should report miRanda scores and predicted binding energies only unless Quentin confirms interpretation.		no	no		
miR-342-3p	SPINT2	154	-20.36	30532	23	609	30	mRNA	SPINT2	SPINT2	mRNA	SPINT2	30532	23	609	30	30532	23	609	30	mir.strt; mir.stp; gene.strt; gene.stp	original_column_preserved_interpretation_uncertain	Original workbook labels are preserved, but values were not independently verified as mature-miRNA or target coordinate fields; public wording should report miRanda scores and predicted binding energies only unless Quentin confirms interpretation.		no	no		
miR-342-3p	TMEM200A	156	-12.7	30629	23	1169	488	mRNA	TMEM200A	TMEM200A	mRNA	TMEM200A	30629	23	1169	488	30629	23	1169	488	mir.strt; mir.stp; gene.strt; gene.stp	original_column_preserved_interpretation_uncertain	Original workbook labels are preserved, but values were not independently verified as mature-miRNA or target coordinate fields; public wording should report miRanda scores and predicted binding energies only unless Quentin confirms interpretation.		no	no		
miR-3940-3p	circMAPKAPK3	141	-31.3	500	22	2679	1994	circRNA	circMAPKAPK3	circMAPKAPK3	circRNA	MAPKAPK3	500	22	2679	1994	500	22	2679	1994	mir.strt; mir.stp; gene.strt; gene.stp	original_column_preserved_interpretation_uncertain	Original workbook labels are preserved, but values were not independently verified as mature-miRNA or target coordinate fields; public wording should report miRanda scores and predicted binding energies only unless Quentin confirms interpretation.		no	no		
miR-3940-3p	DMD	142	-19.1	762	22	269	78	mRNA	DMD	DMD	mRNA	DMD	762	22	269	78	762	22	269	78	mir.strt; mir.stp; gene.strt; gene.stp	original_column_preserved_interpretation_uncertain	Original workbook labels are preserved, but values were not independently verified as mature-miRNA or target coordinate fields; public wording should report miRanda scores and predicted binding energies only unless Quentin confirms interpretation.		no	no		
miR-3940-3p	KNDC1	155	-25.45	1202	22	778	192	mRNA	KNDC1	KNDC1	mRNA	KNDC1	1202	22	778	192	1202	22	778	192	mir.strt; mir.stp; gene.strt; gene.stp	original_column_preserved_interpretation_uncertain	Original workbook labels are preserved, but values were not independently verified as mature-miRNA or target coordinate fields; public wording should report miRanda scores and predicted binding energies only unless Quentin confirms interpretation.		no	no		
miR-3940-3p	NPBWR1	142	-27.59	4840	22	2840	1289	mRNA	NPBWR1	NPBWR1	mRNA	NPBWR1	4840	22	2840	1289	4840	22	2840	1289	mir.strt; mir.stp; gene.strt; gene.stp	original_column_preserved_interpretation_uncertain	Original workbook labels are preserved, but values were not independently verified as mature-miRNA or target coordinate fields; public wording should report miRanda scores and predicted binding energies only unless Quentin confirms interpretation.		no	no		
miR-3940-3p	NTN1	151	-29.21	5	22	4032	2015	mRNA	NTN1	NTN1	mRNA	NTN1	5	22	4032	2015	5	22	4032	2015	mir.strt; mir.stp; gene.strt; gene.stp	original_column_preserved_interpretation_uncertain	Original workbook labels are preserved, but values were not independently verified as mature-miRNA or target coordinate fields; public wording should report miRanda scores and predicted binding energies only unless Quentin confirms interpretation.		no	no		
miR-3940-3p	NTRK1	143	-24.8	915	22	1190	28	mRNA	NTRK1	NTRK1	mRNA	NTRK1	915	22	1190	28	915	22	1190	28	mir.strt; mir.stp; gene.strt; gene.stp	original_column_preserved_interpretation_uncertain	Original workbook labels are preserved, but values were not independently verified as mature-miRNA or target coordinate fields; public wording should report miRanda scores and predicted binding energies only unless Quentin confirms interpretation.		no	no		
miR-3940-3p	PPFIBP2	146	-22.28	2446	22	280	85	mRNA	PPFIBP2	PPFIBP2	mRNA	PPFIBP2	2446	22	280	85	2446	22	280	85	mir.strt; mir.stp; gene.strt; gene.stp	original_column_preserved_interpretation_uncertain	Original workbook labels are preserved, but values were not independently verified as mature-miRNA or target coordinate fields; public wording should report miRanda scores and predicted binding energies only unless Quentin confirms interpretation.		no	no		
miR-3940-3p	SLIT2	143	-29.47	1273	22	1552	505	mRNA	SLIT2	SLIT2	mRNA	SLIT2	1273	22	1552	505	1273	22	1552	505	mir.strt; mir.stp; gene.strt; gene.stp	original_column_preserved_interpretation_uncertain	Original workbook labels are preserved, but values were not independently verified as mature-miRNA or target coordinate fields; public wording should report miRanda scores and predicted binding energies only unless Quentin confirms interpretation.		no	no		
miR-3940-3p	SNPH	320	-55.56	372	22	3274	2858 340	mRNA	SNPH	SNPH	mRNA	SNPH	372	22	3274	2858 340	372	22	3274	2858 340	mir.strt; mir.stp; gene.strt; gene.stp	original_column_preserved_interpretation_uncertain	Original workbook labels are preserved, but values were not independently verified as mature-miRNA or target coordinate fields; public wording should report miRanda scores and predicted binding energies only unless Quentin confirms interpretation.		no	no		
miR-3940-3p	ST8SIA1	140	-20.97	2642	22	468	249	mRNA	ST8SIA1	ST8SIA1	mRNA	ST8SIA1	2642	22	468	249	2642	22	468	249	mir.strt; mir.stp; gene.strt; gene.stp	original_column_preserved_interpretation_uncertain	Original workbook labels are preserved, but values were not independently verified as mature-miRNA or target coordinate fields; public wording should report miRanda scores and predicted binding energies only unless Quentin confirms interpretation.		no	no		
miR-625-3p	CDH6	285	-23.37	24376	22	5838	892 2350	mRNA	CDH6	CDH6	mRNA	CDH6	24376	22	5838	892 2350	24376	22	5838	892 2350	mir.strt; mir.stp; gene.strt; gene.stp	original_column_preserved_interpretation_uncertain	Original workbook labels are preserved, but values were not independently verified as mature-miRNA or target coordinate fields; public wording should report miRanda scores and predicted binding energies only unless Quentin confirms interpretation.		no	no		
